l1_sim,l2_sim,l3_sim,l4_sim
0.11842828,0.12947087,0.1886154,0.31158182
0.03237087,0.12384571,0.4826026,0.45881176
0.05452907,0.086883426,0.108522475,0.40409425
0.07646068,0.015049703,-0.013543604,0.037301775
0.05284809,0.19048244,0.29761204,0.48753324
0.14753278,0.01427611,0.07187444,0.41075173
0.010735501,0.12806548,0.53703994,0.7698761
0.06040382,0.24284908,0.4791458,0.7407336
0.078528434,0.091520146,0.03581936,0.23723565
0.051702656,0.0762159,0.15715702,0.39000362
0.08929612,0.0696854,0.1847497,0.94439346
0.0038481855,0.2291879,0.240453,0.3223102
0.08673641,0.32218596,0.1365848,0.46298295
0.0050510867,0.031145766,0.228692,0.22717981
0.17466973,0.0404129,0.09784589,0.19073936
0.12264263,0.19071323,0.086248994,0.055996083
0.07161515,0.031667188,0.033087634,0.13391466
0.1167064,0.45113826,0.3274904,0.37643594
0.106818624,0.3097012,0.33178872,0.30600926
0.010621949,0.23466761,0.019419113,0.43356085
0.12042803,0.038721286,0.044552296,0.12743461
-0.04697589,0.27149197,0.22625853,0.32933727
0.10248959,0.20636979,0.26786134,0.48713383
-0.019114252,0.1799783,0.23369113,0.49231645
0.104530506,0.16368152,0.03608303,-0.0021504408
0.12683514,0.2569735,0.6463273,0.562394
0.09391437,0.12666142,0.18324226,0.53237534
0.12489162,0.19315152,0.24306624,0.5535661
0.060267463,0.014975554,0.17338262,0.341723
-0.049798004,-0.0027376555,0.04965125,0.40050557
0.004875538,0.10870876,0.20991784,-0.009100642
-0.043596752,-0.0191964,0.03668001,0.35347715
0.14806244,0.24387044,0.24245335,0.27402082
0.06459477,0.11327515,0.13691832,0.22593923
0.029754762,0.09026369,0.22066052,0.18101403
0.004875538,0.10870876,0.20991784,0.26425165
-0.08104925,-0.08734374,-0.039506976,0.19038893
0.018772101,0.053106677,0.31561637,0.29964536
0.057147834,0.018505406,0.26969916,0.47342107
0.07366076,0.21330534,0.2823247,1.0
0.040011518,0.02015466,0.24026924,0.10826633
0.08857644,0.24458563,0.2651332,0.3535868
-0.010394774,0.21586622,0.49637,0.43930075
0.1055576,0.12526159,0.20534328,0.3010976
-0.053672023,-0.021726634,0.06313653,0.3462595
0.033663556,-0.03251886,0.09866616,0.22958878
0.14672247,0.2515718,0.2466839,0.28632918
0.046584122,0.057071734,0.16280052,0.410473
0.14621016,0.22756541,0.6637555,0.5571837
0.034394704,0.16069669,0.15900576,0.3707851
0.24038026,0.14265421,0.17270482,0.39601463
0.03253162,0.12316665,0.16503148,0.05661635
0.07838514,0.06274899,0.101244226,-0.083965756
0.046589352,0.07812218,0.19668384,0.23993944
0.10305966,0.17623225,0.21548666,0.3334637
0.09981813,0.13280575,0.09686188,0.22772267
0.09752836,0.28408483,0.377255,0.4999826
-0.0075214608,0.018370837,-0.0010038475,0.14963607
0.0819696,0.05482393,0.18473604,0.23207542
0.008525186,0.25885972,0.44357124,0.5558031
0.17279553,0.47223678,0.3890153,0.350466
0.008163918,0.1076596,0.16245116,0.31155142
0.12594005,0.1334867,0.36058965,0.31030616
0.055620905,0.016264776,-0.014060235,0.0751493
0.08905524,0.08252057,0.09358502,0.43924594
0.097812206,0.565916,0.5612066,0.2212169
0.1177738,0.050743937,0.022943791,-0.06934304
0.056252547,0.029848466,0.13644902,0.35828486
0.015709614,0.52476925,0.52180624,0.19932091
0.115858845,0.107987456,0.039155144,0.09681717
0.040250134,0.32683253,0.37170312,0.41832727
0.07592759,0.2287041,0.25692856,0.47007874
0.058067024,0.5321353,0.5340862,0.20773469
0.097302355,0.29961726,0.33404407,1.0
-0.053672023,-0.021726634,0.06313653,0.3462595
0.022850234,0.06839909,0.05312269,-0.0753114
0.093379796,0.064276345,0.15842623,0.36036408
0.05042649,0.06974385,0.38617578,0.44963405
0.05643605,0.13158524,0.28975904,0.470983
0.05219684,0.13918915,0.19863224,0.49924955
0.06783908,0.06001923,0.054212786,0.31470957
0.07398452,0.120286345,0.12632886,0.32524696
0.08826608,0.3650967,0.4608133,0.30720702
0.063433506,0.3210478,0.37258476,0.5188364
0.07280605,-0.018583246,-0.020332411,0.4126829
0.0639577,0.27251908,0.28136882,0.29651806
0.078865066,0.24000005,0.030580271,0.42465347
0.01227942,-0.024227116,0.24975237,0.19538319
0.022978557,0.040071674,0.14074937,0.31341767
0.14773197,0.15534468,0.15730144,0.27724558
0.055672303,-0.020593299,0.4591925,0.5349368
0.0978693,0.26763374,0.11988602,0.24040361
0.022071643,0.02539765,0.024748668,0.24490944
0.019126896,0.32850718,0.5574918,0.21806751
0.16173626,0.10656786,0.093162045,0.30879375
0.13281775,0.18977056,0.10190525,0.029715128
0.109464414,0.060650002,0.05702939,0.099232085
0.03014501,0.16971286,0.1888034,0.23094165
0.05109188,0.19880144,0.29955226,0.3659726
0.023977628,0.13431177,0.26212636,0.34066883
0.04351542,0.24185356,0.2515426,0.31700397
0.086798295,0.08492359,0.13545954,0.44702715
0.019593464,0.0068346253,0.078869425,0.42526662
0.10851359,0.25277787,0.5095341,0.22354446
0.046898667,0.11359072,0.1185323,0.15750834
0.009762924,0.0675028,-0.041712683,0.7929795
0.005643341,-0.072888836,0.03069222,-0.012646823
0.046725176,0.09156315,0.2018236,0.2929529
-0.0046230713,0.054820128,0.103886135,0.4848663
0.054701887,0.3406562,0.60172707,0.22546184
0.06412439,0.014468865,0.016535359,0.55148476
-0.0013903242,0.15324777,0.52819735,0.45634443
0.10919975,0.48717374,0.4342664,0.55601054
0.1727772,0.48862106,0.25351894,0.3493856
0.03437933,0.019101951,0.02881215,0.28927436
0.07202684,0.059935648,0.27763358,0.5737917
0.047722198,-0.053432126,-0.076630324,-0.017615445
0.07422464,0.19731511,0.16352886,0.26257586
0.032645334,0.12569371,0.03940495,0.035018865
0.06914054,0.06096987,0.11491114,0.1769758
0.09514472,0.12141865,0.17005512,0.47717997
0.046376243,0.4521263,0.44295955,0.48430446
0.064559616,0.32811046,0.07975323,0.22673553
0.03504389,0.13382204,0.23980603,0.13893059
0.1393986,0.27601972,0.2587329,0.34472707
0.050222404,0.35334563,0.29150295,0.28586546
0.10250264,0.12833995,0.34897506,0.9376012
0.027103838,0.3694724,0.47892597,0.340793
0.17498651,0.14325455,0.09326932,0.19517285
0.09281169,0.11005432,0.167227,0.5363231
0.11624401,0.28620628,0.33183813,0.3974214
0.07838514,0.015049703,-0.0137347095,0.030075993
0.12849048,0.43893152,0.49502116,0.26686913
0.08645591,0.37650236,0.3515117,0.19591935
0.08900479,0.11577048,0.216051,0.34838432
0.076183334,0.37965035,0.3409718,0.22195534
0.09234611,0.41083446,0.5287818,0.9465669
0.11064953,0.18977055,0.1514207,0.014411374
0.08039256,0.29467213,0.30854544,0.27491856
0.035857502,0.21068068,0.22561394,0.30659157
0.04260845,0.05389976,0.09413261,0.19273777
0.06958862,0.18028814,0.27459055,0.5410818
0.1657078,0.7102071,0.7014389,0.29335546
0.07646068,0.015049703,-0.0137347095,-0.062082253
0.17997845,0.46543846,0.35532355,0.330526
0.14424959,0.23421331,0.2318395,0.3491845
0.085503496,-0.058507103,-0.05591474,0.09539676
0.035741042,0.51887727,0.5204972,0.19722319
0.117814995,0.6764733,0.6675276,0.3798088
0.0053421687,0.059514448,0.42111114,0.412428
0.056646638,0.45341042,0.51070803,0.23548691
0.09858147,0.27876762,0.2867079,0.52063847
0.017443772,0.11544852,0.18119314,0.39927873
0.069828846,0.2012446,0.15122928,0.5905557
0.04697686,0.21793726,0.25139084,0.5756536
0.034699872,0.08150027,0.0604295,0.111448355
0.091366865,0.23890649,0.011775219,0.280844
0.021042693,0.18668216,0.26069868,0.68961203
0.0048755677,0.017763624,0.41011566,0.21040523
0.037083954,0.2889947,0.33750284,0.22185184
0.026299924,0.2720424,0.2068638,0.4995162
0.006243341,0.12040452,0.2350739,0.3169972
0.01663083,0.07466114,0.12513258,0.09408829
0.0049979035,0.24993747,0.28350592,0.41598335
0.11781223,0.03214049,0.15545875,0.07345847
0.07001568,0.17797612,0.26192576,0.35860083
0.033747803,0.26296976,0.36659548,0.24090788
0.09012118,0.3689944,0.33754045,0.2864141
0.020629747,0.12547143,0.22209857,0.25155365
0.10558444,0.13747492,0.18638682,0.3246893
0.13281775,0.18977056,0.15142068,-0.0004471575
0.0036370195,0.36895922,0.3898211,0.38767967
0.06945261,0.15901637,0.34634534,0.33113968
0.21979871,0.13686796,0.32388496,0.369998
0.09279465,0.13323319,0.09015742,0.18075769
0.13281775,0.18977055,0.1514207,0.012649557
0.028206622,0.25948784,0.21297123,0.43863967
-0.020559702,-0.02387455,0.02646858,0.26836202
0.07859333,0.24895687,0.3397296,0.42271364
0.059235357,0.09373034,0.12787224,0.68228036
0.03563031,0.38774225,0.3949087,0.42840317
0.14698794,0.14587422,0.26137605,0.63197064
0.16410741,0.43893152,0.4113402,0.31034034
0.04278696,0.10265818,0.16937566,0.5226172
0.050211243,0.14209825,0.15941276,0.31812927
0.067366675,0.40926751,0.4301868,0.16187164
0.05722592,0.49449968,0.5045595,0.74956375
0.0009884952,-0.05268235,0.1246139,0.12147546
0.08783306,0.29764298,0.13441068,0.41242167
0.034217376,0.2360484,0.25323877,0.3565346
0.10372791,0.33303386,0.17392962,0.17654105
0.038301606,0.3854475,0.414865,0.2856709
0.09375309,0.31380856,0.34802094,0.5135687
0.12851104,0.08368989,0.09478403,0.17183599
-0.01624928,0.04130466,0.024834048,0.18014899
0.017741695,0.1058649,0.09467271,0.3119527
0.014261637,0.18435943,0.2551191,0.6184135
0.11738092,0.16078438,0.20486055,0.48343801
0.10990662,0.28362644,0.15432765,0.6144275
0.040529586,0.082608685,0.19017148,0.23089728
0.014637491,0.17823733,0.35566375,0.43339232
0.08953915,-0.0058853924,0.035829693,0.40311143
0.12663814,0.3762621,0.48734716,0.47155523
0.0646166,-0.021689076,0.028833617,0.042497635
0.18685351,0.15490764,0.18158151,0.35594475
0.11128484,0.20302483,0.1520535,0.24388319
0.052570526,0.5001585,0.657867,0.16823006
0.046883058,-0.016441572,0.08243325,0.080668174
0.11376765,0.21888533,0.29929245,0.89512
0.08013408,0.2210714,0.45187995,0.72484356
0.07493515,0.067845196,0.06654815,0.1496579
0.105999984,0.19003223,0.2073136,0.3123797
0.07238279,0.36151546,0.37159744,0.3167912
0.09770797,0.230708,0.41102272,0.34438673
0.17947713,0.117994696,0.14100711,0.39802372
0.07838514,0.015049703,-0.013543604,-0.057362646
0.11656305,0.22268055,0.29690585,0.5469801
-0.0081409635,0.23064373,0.17644052,0.22208828
0.09363432,0.06578149,0.21370429,0.20339267
0.06463294,0.028409189,0.08731444,0.5908808
0.08394261,0.20192753,0.23129717,0.39118543
0.0072633927,0.30888128,0.40900275,0.32075146
0.028221354,0.09867628,0.16599548,0.19706789
0.041179787,0.00784005,0.046108887,0.30323428
0.1005193,0.19585757,0.10481251,0.19193555
0.048955593,0.11501142,0.17026532,0.40336245
0.009878073,0.19029213,0.2164766,0.20858282
0.11756048,0.13967696,0.25567633,0.30000055
0.17401713,0.107616656,0.10734684,0.24184489
0.13867387,0.25449497,0.27283758,0.8907891
0.08668108,0.09080371,0.17239366,0.57507974
0.125088,0.115681455,0.1948461,0.16037253
0.05581403,0.2861917,0.32750022,0.3963591
0.09225218,0.15713573,0.44610807,0.24368145
0.16056314,0.6012367,0.6084164,0.32592
0.053068615,0.037024155,0.1401038,0.1567713
0.06420897,0.36913797,0.37889308,0.3997092
0.03681583,0.22296263,0.19913287,0.4464118
0.037607197,0.42499986,0.37986428,0.8237154
0.070073605,0.10411356,0.18730575,0.34671816
0.0856262,0.273023,0.30937287,0.28658205
-0.00027823058,0.012860283,-0.009905641,0.10401474
0.06587836,0.14455746,0.3500725,0.25844052
0.079430945,0.17128521,0.17796409,0.2983713
0.07652839,-0.033403885,-0.044799283,0.13241637
0.09357485,0.1642819,0.32121792,0.26198977
0.015389134,0.17098507,0.19668746,0.3385825
0.09797928,0.15839243,0.4717953,0.4265396
0.12056195,0.2187432,0.18828538,0.24604411
0.10474512,0.06588533,0.15918322,0.53627396
0.08889746,0.119869106,0.34386194,0.24471718
0.04726425,0.43244997,0.19194184,0.6340323
0.04225318,0.18787673,0.17460023,0.25193226
0.06522837,-0.031302724,-0.08917152,0.27290404
0.08940072,0.36136678,0.37596565,0.12912025
0.14832164,0.33782834,0.26550132,0.028090844
0.012367666,0.19301862,0.20299812,0.34756115
0.12151758,0.3905542,0.17175479,0.30882365
0.17720369,0.30337122,0.6631474,0.5916326
0.09717332,0.1511111,0.26076698,0.68465894
0.08243817,0.14717491,0.13259202,0.25139272
0.031153025,-0.016908789,0.035146926,0.0016853083
0.06943311,0.07001002,0.12411688,0.52153295
0.037069667,0.09117957,0.13053195,0.3245836
0.087267436,0.15150227,0.23452483,0.5340929
0.08278903,0.32285187,0.3959388,0.23134999
0.19991322,0.054666772,0.08790244,0.08031562
0.1337782,0.3255566,0.30202323,0.34198177
0.031055022,0.41139647,0.4375655,0.30616996
0.16828156,0.24893937,0.3989924,0.5822818
0.0513969,0.2314602,0.26585886,0.42362693
0.03630661,0.2891746,0.34017175,0.28980348
0.00708097,0.17451385,0.09605444,0.31339604
0.08539174,0.10980599,0.12982209,0.45489654
0.06550952,0.37938643,0.37961003,0.40967748
0.07963593,0.58544797,0.5594805,0.3537513
0.022431096,0.15160546,0.13959207,0.29777387
-0.0212068,0.12934524,0.15022129,0.158449
0.04010794,0.103679955,0.46315268,0.7336751
0.13161816,0.3082567,0.33170947,0.9314449
0.14232694,0.47202078,0.64671504,0.25073192
0.05069487,0.102176085,0.10411314,0.36325255
0.11465797,0.14337133,0.26182434,0.2175847
0.01424736,0.45313483,0.5198973,0.5314117
0.025116485,0.15219893,0.18181562,0.4248461
0.05906567,0.36995992,0.5507633,0.5219622
0.050054453,0.044865385,0.09055625,0.20869362
0.05329811,0.33761322,0.15620817,0.6126099
0.10062628,0.13129748,0.14491455,0.2418705
0.09304203,0.1936077,0.21715118,0.25941777
0.117903486,0.18462645,0.18802665,0.20053509
0.10978409,0.3734383,0.38903004,0.3486615
0.042004406,0.07851373,0.060912587,0.18921793
0.08016999,0.11548652,0.12018833,0.17221065
0.10124315,0.45931742,0.49911016,0.422086
0.061316453,0.3333872,0.34028828,0.437563
0.14436369,0.19215025,0.34672546,0.23606403
0.07860224,0.028674183,0.1591681,0.18254134
0.059079178,0.114098676,0.09868465,0.15921327
0.082597405,0.028769664,0.20445113,0.11675121
0.018897148,0.3695614,0.44171435,0.34494105
0.1834251,0.23727638,0.29512894,0.36822915
0.0069522234,0.12145548,0.18382335,0.5185864
0.14383562,0.5375696,0.5162137,0.2545889
0.042672727,-0.036544655,0.12430624,0.19379653
0.11795605,0.06429891,0.08126387,0.39658168
0.09748723,0.10521613,0.12156839,0.31880328
0.04571349,-0.0027032804,0.05456985,0.44969654
0.08077693,0.18949057,0.14215596,0.26482284
0.048551522,0.11740833,0.25834325,0.40679505
0.0043800324,0.2426088,0.2619428,0.39078018
0.08929612,0.06968543,0.1847497,0.94439346
0.07175272,0.32600975,0.3581844,0.26365086
0.0040546213,0.18937407,0.2037387,0.11117676
0.0707893,-0.008336315,0.09246008,0.08257234
0.1079953,0.07836063,0.1217086,0.37331602
0.1411986,0.24387044,0.2424534,0.27433202
0.07132152,0.09211895,0.09653891,0.21840015
0.052986182,0.39170346,0.3544379,0.42599213
0.009028258,0.20080931,0.24276207,0.3932146
0.0051128604,0.3363547,0.38791117,0.34784764
0.12690292,0.16689318,0.1404543,0.2350911
0.035769455,0.114249215,0.11839517,0.3721153
0.08874806,0.31510007,0.31763512,0.32269698
0.12150015,0.5737084,0.6344885,0.70789707
0.057603296,0.23600064,0.25062862,0.9084462
0.0061657275,0.17334488,0.30256462,0.34144774
0.06721489,0.35389936,0.4288463,0.29687306
0.16589081,0.25778398,0.28270325,0.48530462
0.036548126,0.35845163,0.1257771,0.31283864
0.1127413,0.065472275,0.09200273,0.39695254
0.029204069,0.117064334,0.11664267,0.41204616
-0.034626573,0.059447546,0.107791886,0.12311581
0.04194714,0.4289723,0.24979919,0.86412406
0.025472576,0.07682288,0.23580939,0.40879425
0.02928485,0.16423883,0.31101683,0.34906214
0.099438794,0.2741349,0.2517692,0.52241516
0.033768643,0.1669418,0.26506603,0.36292523
0.14334938,0.327418,0.27899042,0.30011103
0.012078509,-0.004415079,0.078563154,0.26272488
0.08337021,0.19334112,0.67823935,0.4854334
0.04991335,-0.05216968,-0.022139728,0.00934598
0.11748228,0.20554243,0.124162376,0.3626365
0.037588228,-0.003666927,0.17182378,0.34130645
0.11266553,0.1534264,0.12434169,0.27098918
0.10710472,0.1931684,0.13695389,0.013107633
0.02515903,0.032146044,0.3742136,0.22179922
0.112117454,0.12304386,0.037606608,0.18859164
0.13476348,0.3774634,0.35206857,0.41892982
0.0061958954,0.1369944,0.24329774,0.52948534
0.13101812,-0.019707834,-0.023372121,0.18708651
0.02568225,0.35991326,0.1633728,0.55160344
0.027786182,0.17276672,0.17513801,0.3422465
0.042975523,0.24961817,0.06204918,0.39730775
0.09803785,0.031879786,0.03798028,0.087156236
0.14570118,0.105530895,0.14741749,0.22135305
0.110621706,0.24893005,0.29722202,0.4762871
0.076380074,0.20136575,0.24314666,0.788424
0.12752493,0.5217102,0.89826477,0.46961945
0.16501473,0.20563413,0.3012932,0.36004394
0.057225958,0.49449968,0.5045595,0.74956375
0.054019697,0.100885384,0.22998203,0.5246748
0.0628946,0.27553272,0.3227744,0.37198794
0.06441159,-0.03663378,0.14008386,0.35429603
0.13281772,0.18977056,0.10190525,0.029715128
0.15174073,0.045156572,-0.005854951,0.17333819
0.004875538,0.017763624,0.41011566,0.21040523
0.09686419,0.17076693,0.5178534,0.19089302
0.05306839,0.09401662,0.471866,0.124394104
0.11088894,0.24452029,0.4363809,0.4014031
0.06014773,0.09219219,0.13937768,0.2006026
0.13281775,0.18977055,0.10190529,0.029715141
0.13973065,0.34605107,0.2928308,0.28770727
0.031110024,0.15232196,0.1829177,0.3231931
-0.08104925,-0.087343745,-0.03950697,0.1903889
0.02776654,0.2785407,0.29627356,0.2912878
0.04035758,0.073883586,0.18059103,0.27000853
0.097812206,0.565916,0.5612066,0.2212169
0.089139685,0.034344677,0.5641451,0.57854235
0.09544978,0.30586526,0.29087833,0.28010553
0.010459438,0.036935233,0.097442254,0.4153936
0.04934559,0.15825167,0.23405349,0.54696107
0.018897148,0.3695614,0.44171435,0.34494105
0.10998276,0.04856443,0.058615517,0.2054942
0.09493747,0.31838012,0.4759595,0.3674236
0.036014862,0.21446864,0.24367097,0.42195487
-0.009761464,0.023079537,0.006239733,0.1472091
0.09199435,0.12857883,0.15176962,0.51001275
0.17076023,0.084652275,0.08752294,0.23217432
0.073338814,0.068556376,0.17823546,0.36617708
0.02252202,0.124157146,0.26542583,0.508269
0.015953563,0.07206043,0.10491699,0.39892405
0.07265513,0.12965815,-0.012768328,0.40222937
0.1555752,0.17710456,0.47042108,0.37017804
0.07838514,0.015049703,-0.013543604,-0.09639455
0.15851976,0.36079744,0.34917328,0.2907429
0.14137842,0.20906897,0.20799108,0.3143879
0.03461569,0.23776829,0.31276995,0.57740563
0.08280187,0.15034851,0.19647017,0.7319092
0.010108166,0.1333202,0.18880703,0.36298072
0.07838514,0.015049703,-0.0137347095,0.030075993
0.074821845,0.5189393,0.51208645,0.3933214
0.16682151,0.18345231,0.1022241,0.03346067
0.060888857,0.3316813,0.61219764,0.70507985
0.089989156,0.05812385,0.20939715,0.20406657
0.07838514,0.015049703,-0.0137347095,-0.027351161
0.11234764,0.28734294,0.39830154,0.26010814
0.004915389,0.06181921,-0.029496957,0.26672623
0.056548554,0.41114742,0.09951802,0.40424263
-0.025313172,-0.0064362837,0.13047962,0.0841822
0.13258375,0.08905816,0.11085272,0.3528637
0.08970185,0.3774712,0.56051767,0.36292902
0.054955,0.2802642,0.48328418,0.41178998
0.09269556,0.18974946,0.17945623,0.3647032
0.0069010467,-0.0049640643,0.027710844,0.19634932
0.07402102,-0.020525651,0.21374303,0.44199163
0.08446803,0.15329869,0.40602618,0.23859863
0.122059494,0.06662992,0.06417151,0.19525918
0.10689025,0.4295732,0.50946873,0.44226003
0.09301276,0.20529078,0.17345907,0.24331287
0.1296173,0.31723553,0.3292714,0.36015397
0.0068945233,0.14000687,0.20886527,0.33484903
-0.017075123,0.2732351,0.32051218,0.42178625
0.095727175,0.27450898,0.29703128,0.62755585
0.09863871,0.18561687,0.31715143,0.2272738
0.056946572,0.23028985,0.113178134,0.1953542
0.14025806,0.12638779,0.12352164,0.21874347
0.097287714,0.19482654,0.27821723,0.80208904
0.10555039,0.10847734,0.16114117,0.20276774
0.05366695,0.24964157,0.3169576,0.3611517
0.07516759,0.048124056,-0.008742384,0.12891698
0.056854814,0.35637295,0.41920096,0.4144267
0.10271415,0.14083928,0.116849124,0.26811567
0.16334759,0.17188558,0.38317123,0.19424938
0.09653152,0.38303295,0.32684773,0.2870265
0.053545844,0.01015499,0.042698886,0.34928277
0.055254854,0.08505279,0.27119985,0.24923646
0.024876324,0.30105704,0.35709825,0.36500394
-0.025984218,0.025158234,0.08645631,0.4445303
0.012968456,0.01832459,0.25018466,0.44851083
0.047964722,0.03494335,0.083022356,0.19419311
0.079798885,-0.0020272792,-0.035349194,0.2605435
-0.010666734,-0.027430879,0.06190802,0.4570959
0.085922755,0.3064555,0.31449315,0.64057976
0.06386972,0.12974013,0.25296664,0.468969
0.012846332,0.13894208,0.22711015,0.31019908
0.15090224,0.0624728,0.014126909,0.16469693
0.013689473,-0.014463495,0.05596003,0.24567455
0.02462579,0.28193554,0.4292027,0.34745762
0.08550917,0.23738626,0.2375537,0.29569313
0.10808843,0.09798105,0.09847441,0.094832145
0.08143274,0.2553278,0.24224414,0.3407738
0.046343844,0.08211412,0.13065961,-0.021163782
0.06942129,0.30497113,0.37144652,0.30828103
0.013881713,0.43822673,0.43013984,0.36935586
0.04347457,0.19878033,0.27221408,0.62036526
0.12890045,0.093364306,0.1505057,0.62633365
0.013351589,0.40681067,0.45872772,0.48902547
0.09417676,0.15386519,0.15672886,0.23411502
0.084240906,0.3976459,0.37288988,0.09443322
0.037723884,-0.008799402,0.039617717,0.46414325
0.110919744,0.3515462,0.36470506,0.26823524
0.14872289,0.5217102,0.89826477,0.4696195
0.0830497,-0.016004724,0.0011706228,-0.0063460283
0.018897148,-0.015684383,0.24393088,0.18956813
0.110996336,0.24817365,0.26316223,0.904207
0.055351783,0.1832769,0.26066464,0.3701848
0.08006836,0.17018497,0.39964876,0.21025838
0.13129705,0.044174198,0.11349252,0.41079828
-0.0172714,-0.046116106,0.3203054,0.35738474
0.12046989,0.06286672,0.13390872,0.03063581
0.1107552,0.21917506,0.27493364,0.60028934
0.035745207,0.4832642,0.5525948,0.5756352
0.11631634,0.42174017,0.29881886,0.75213724
0.026181713,0.034778334,0.0075322427,0.014061751
0.12386059,0.1491055,0.14496459,-0.026422346
0.07471576,0.21086745,0.27352828,0.3558578
0.057729855,0.35337436,0.41880733,0.31713596
0.085407436,0.04556731,0.11251898,0.20532824
0.049787674,0.13192265,0.15498604,0.2178589
0.03236713,0.06624088,0.19850613,0.2296714
0.06481592,0.42072538,0.46397018,0.25373337
0.092677854,0.10130333,0.11936267,0.33234748
0.10963816,0.5316406,0.4609968,0.9567776
0.0006648378,0.23753865,0.23186564,0.5962266
0.12386059,0.1491055,0.14496459,-0.026422346
0.04144648,0.29578435,0.16472249,0.46082368
0.12826374,0.18906827,0.17062597,0.35704282
0.068172,0.05629001,0.025991695,0.34891456
0.1429985,0.15739976,0.16933115,0.53903806
0.002003253,0.3400005,0.41012225,0.3378224
0.13448837,0.46827346,0.42282417,0.34101593
0.06793883,0.08991187,0.22535819,0.37332585
0.16321768,0.30479178,0.2754022,0.4525512
0.035514265,-0.009962943,0.24045667,0.2439169
0.08318333,0.15981372,0.5497437,0.12876211
0.095902205,0.034021687,0.037731234,0.07028679
0.13735852,0.12598775,0.084180914,0.19755848
0.041204415,0.14022025,0.18928327,0.42057675
0.21350141,0.11506795,0.13973889,0.42206952
0.044268385,0.37210527,0.42892334,0.5922476
0.03563837,0.10553616,0.09525902,0.2411937
0.08461965,0.3436672,0.3475454,0.24325392
0.08463164,0.25108853,0.11439502,0.60732305
0.12887141,0.41644108,0.3800551,0.30300876
0.0471031,-0.058068078,-0.06900881,0.04094162
0.059121143,0.22830229,0.24375063,0.28757337
0.06481905,0.13939217,0.2001459,0.4514504
0.082734406,0.3977559,0.4945327,0.32357758
0.07032142,0.17662703,0.31695238,0.36352697
0.05741956,0.1954264,0.033310045,0.344093
0.097812206,0.565916,0.5612066,0.2212169
0.11417812,0.30562812,0.05731316,0.18419537
0.054901093,0.22204295,0.2237271,0.36792615
-0.011767839,0.06264536,0.024541102,0.19586813
0.036916874,0.17510082,0.29369184,0.31555438
0.108368605,0.24006222,0.3459043,0.54293835
0.08622745,0.008902411,0.05967713,-0.060716357
-0.0057825884,-0.02888052,-0.009383444,0.23281366
0.046200484,0.01627271,0.09990534,0.18591271
0.05076046,0.3180553,0.31372848,0.24660942
0.0765999,0.16868222,0.40576082,0.31976244
0.061101783,-0.07009643,-0.065745965,0.21704645
0.053241264,0.22952452,0.25506738,0.50612175
0.1288939,0.42204154,0.33869413,0.2444159
0.082692616,0.06809012,0.05702202,0.4861606
0.105894476,0.25587234,0.21379791,0.26805198
0.14455955,0.6076197,0.38350752,0.15852456
0.13802035,0.09484987,0.1991285,0.22292547
0.085126966,0.37692893,0.39594027,0.41654727
0.11290405,0.25150448,0.2119554,0.35840115
0.042967964,0.027455311,0.01220104,0.17249644
0.06466372,0.42890635,0.39811015,0.19305937
0.16960008,0.037885223,0.12681304,0.29567307
0.0819251,0.14176865,0.4449967,0.22073099
0.1177738,0.0260039,0.049079716,0.11729167
0.04612325,0.18140183,0.18631653,0.21509278
0.12891044,0.21806088,0.20827672,0.23830849
0.050151687,0.19256951,0.28966516,0.5765876
0.106194235,0.24328397,0.27716988,0.3951944
0.06984516,0.34910056,0.4183981,0.34884635
0.044275895,0.20582846,0.24177556,0.60127145
0.055036325,-0.024046293,-0.018640492,-0.008757293
0.077949435,0.32639968,0.3255564,0.40203118
0.06779441,0.006055953,0.018339025,0.3246053
0.07753449,0.11201077,0.21531007,0.47984022
0.13161816,0.3082567,0.33170947,0.9314449
-0.009057863,0.055156324,0.1927185,0.23463272
0.116757415,0.009428143,0.026261173,0.029055782
0.06319524,0.08757544,0.16317277,0.09054993
0.134737,0.39388222,0.38696975,0.2974151
0.07131918,0.2110743,0.2391797,0.3060855
0.018793076,0.098418325,0.33935058,0.33879554
0.12439673,0.107651874,-0.002418569,0.23585328
0.029740265,0.064976364,0.09445542,0.17569466
0.087910704,0.24354374,0.21148601,0.27022424
0.045194518,0.044004615,0.11756095,0.42121032
0.0037412364,0.26588073,0.41824535,0.24708164
0.018652966,0.32458782,0.5262332,0.8550474
0.09521196,0.45311424,0.39368835,0.96506596
0.045010243,0.14910321,0.24293302,0.5571506
0.018603247,0.16818665,0.28717846,0.22681955
0.1051835,0.018540407,0.057080526,-0.03250727
0.06671953,0.08593756,0.0939816,0.23648894
0.04035758,0.11676833,0.45450217,0.2176562
0.18605635,0.18613343,0.11775314,0.008708878
0.07508575,-0.023232909,0.22452712,0.5353336
0.16410743,0.43893152,0.49502116,0.26702365
0.018602606,0.0094653275,-0.048504043,0.17307915
0.048777074,0.37705737,0.3950173,0.38439655
0.01819276,0.09992286,0.26572827,0.4728689
0.11029018,0.17785478,0.16667975,0.2861662
0.098820254,0.22759412,0.17273812,0.4224153
0.013620393,0.19382456,0.24735951,0.55936766
0.06308201,0.0036251082,0.030455112,0.03700158
0.16406225,0.3274711,0.33080643,0.24803346
0.06949189,0.21140803,0.49412245,0.664032
